id,profile_text
0192de78c691,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=61 title_word_count=9 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=9 body_length=243 body_word_count=36 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=8 body_exclamation_count=0 body_colon_count=3 body_line_count=13 body_unique_word_count=32 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=38 base_channel=release_or_stable file_count=2 additions=9 deletions=5 changed_lines=14 test_file_count=1 docs_file_count=0 config_file_count=1 code_file_count=0 other_file_count=0 max_file_changes=8 max_file_additions=6 max_file_deletions=3 change_scope=small
019d334f3cdc,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=mixed body_question_band=band_1 body_reference_band=band_3 body_mention_band=band_1 backport_term=absent release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=51 title_word_count=6 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=6 body_length=1587 body_word_count=206 body_question_count=1 body_link_count=1 body_mention_count=1 body_reference_count=7 body_digit_count=49 body_exclamation_count=0 body_colon_count=4 body_line_count=40 body_unique_word_count=129 body_code_block_count=0 body_checklist_item_count=4 body_heading_count=6 body_unique_character_count=54 base_channel=other_branch file_count=2 additions=24 deletions=0 changed_lines=24 test_file_count=0 docs_file_count=0 config_file_count=1 code_file_count=0 other_file_count=1 max_file_changes=23 max_file_additions=23 max_file_deletions=0 change_scope=small
01bd325169a6,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=band_2 body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=75 title_word_count=13 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=12 body_length=434 body_word_count=59 body_question_count=3 body_link_count=1 body_mention_count=0 body_reference_count=1 body_digit_count=43 body_exclamation_count=0 body_colon_count=1 body_line_count=16 body_unique_word_count=44 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=49 base_channel=release_or_stable file_count=1 additions=0 deletions=1 changed_lines=1 test_file_count=0 docs_file_count=1 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=1 max_file_additions=0 max_file_deletions=1 change_scope=tiny
01f7bd2ee32a,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=code body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=present test_term=absent bug_term=present docs_term=present security_term=absent title_length=74 title_word_count=11 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=11 body_length=1639 body_word_count=241 body_question_count=0 body_link_count=5 body_mention_count=4 body_reference_count=8 body_digit_count=37 body_exclamation_count=0 body_colon_count=13 body_line_count=48 body_unique_word_count=119 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=54 base_channel=release_or_stable file_count=2 additions=69 deletions=0 changed_lines=69 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=66 max_file_additions=66 max_file_deletions=0 change_scope=medium
01feb1581d3e,title_length_band=band_1 title_word_band=band_1 title_question_band=zero body_length_band=band_4 body_word_band=band_3 body_structure=code body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=present test_term=absent bug_term=present docs_term=present security_term=absent title_length=37 title_word_count=8 title_question_count=0 title_digit_count=8 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=8 body_length=1990 body_word_count=290 body_question_count=0 body_link_count=5 body_mention_count=4 body_reference_count=8 body_digit_count=40 body_exclamation_count=0 body_colon_count=21 body_line_count=56 body_unique_word_count=137 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=55 base_channel=release_or_stable file_count=10 additions=248 deletions=9 changed_lines=257 test_file_count=2 docs_file_count=1 config_file_count=3 code_file_count=3 other_file_count=1 max_file_changes=222 max_file_additions=222 max_file_deletions=2 change_scope=large
02096aba7602,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=absent test_term=absent bug_term=absent docs_term=present security_term=absent title_length=47 title_word_count=6 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=6 body_length=824 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=27 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=42 base_channel=release_or_stable file_count=3 additions=164 deletions=1 changed_lines=165 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=2 other_file_count=0 max_file_changes=117 max_file_additions=117 max_file_deletions=1 change_scope=medium
022a65a3cb9b,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=68 title_word_count=11 title_question_count=0 title_digit_count=8 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=11 body_length=85 body_word_count=15 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=7 body_exclamation_count=0 body_colon_count=0 body_line_count=1 body_unique_word_count=15 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=31 base_channel=release_or_stable file_count=3 additions=5 deletions=5 changed_lines=10 test_file_count=1 docs_file_count=1 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=5 max_file_additions=5 max_file_deletions=4 change_scope=small
022cc050582c,title_length_band=band_1 title_word_band=band_1 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=code body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=31 title_word_count=5 title_question_count=0 title_digit_count=5 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=5 body_length=82 body_word_count=13 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=8 body_exclamation_count=0 body_colon_count=0 body_line_count=7 body_unique_word_count=12 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=31 base_channel=release_or_stable file_count=4 additions=48 deletions=0 changed_lines=48 test_file_count=2 docs_file_count=0 config_file_count=1 code_file_count=1 other_file_count=0 max_file_changes=28 max_file_additions=28 max_file_deletions=0 change_scope=medium
022ddf4af4a9,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=absent docs_term=absent security_term=absent title_length=73 title_word_count=10 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=10 body_length=764 body_word_count=107 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=2 body_digit_count=18 body_exclamation_count=0 body_colon_count=6 body_line_count=16 body_unique_word_count=80 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=44 base_channel=release_or_stable file_count=1 additions=5 deletions=0 changed_lines=5 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=5 max_file_additions=5 max_file_deletions=0 change_scope=tiny
02a36c42d163,title_length_band=band_1 title_word_band=band_1 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=code body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=absent security_term=absent title_length=31 title_word_count=5 title_question_count=0 title_digit_count=5 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=5 body_length=78 body_word_count=13 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=8 body_exclamation_count=0 body_colon_count=0 body_line_count=7 body_unique_word_count=12 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=28 base_channel=release_or_stable file_count=23 additions=1189 deletions=223 changed_lines=1412 test_file_count=7 docs_file_count=0 config_file_count=0 code_file_count=16 other_file_count=0 max_file_changes=481 max_file_additions=481 max_file_deletions=97 change_scope=large
02adcaf1c6f2,title_length_band=band_3 title_word_band=band_2 title_question_band=zero body_length_band=band_1 body_word_band=band_1 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=present docs_term=absent security_term=absent title_length=112 title_word_count=15 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=3 title_unique_word_count=14 body_length=68 body_word_count=13 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=7 body_exclamation_count=0 body_colon_count=0 body_line_count=2 body_unique_word_count=13 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=30 base_channel=release_or_stable file_count=2 additions=109 deletions=0 changed_lines=109 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=82 max_file_additions=82 max_file_deletions=0 change_scope=medium
02cf38c585e5,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_2 backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=64 title_word_count=10 title_question_count=0 title_digit_count=4 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=10 body_length=824 body_word_count=119 body_question_count=0 body_link_count=4 body_mention_count=4 body_reference_count=6 body_digit_count=4 body_exclamation_count=0 body_colon_count=6 body_line_count=27 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=1 additions=7 deletions=2 changed_lines=9 test_file_count=0 docs_file_count=0 config_file_count=1 code_file_count=0 other_file_count=0 max_file_changes=9 max_file_additions=7 max_file_deletions=2 change_scope=tiny
02d07c5af795,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_3 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=65 title_word_count=9 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=9 body_length=589 body_word_count=78 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=5 body_digit_count=39 body_exclamation_count=0 body_colon_count=6 body_line_count=12 body_unique_word_count=53 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=46 base_channel=release_or_stable file_count=17 additions=601 deletions=185 changed_lines=786 test_file_count=11 docs_file_count=1 config_file_count=0 code_file_count=4 other_file_count=1 max_file_changes=216 max_file_additions=164 max_file_deletions=54 change_scope=large
02db4b727a3b,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_2 body_mention_band=zero backport_term=present release_term=present test_term=absent bug_term=absent docs_term=present security_term=absent title_length=56 title_word_count=13 title_question_count=0 title_digit_count=7 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=10 body_length=568 body_word_count=82 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=2 body_digit_count=42 body_exclamation_count=0 body_colon_count=4 body_line_count=16 body_unique_word_count=55 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=52 base_channel=release_or_stable file_count=3 additions=76 deletions=0 changed_lines=76 test_file_count=0 docs_file_count=3 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=53 max_file_additions=53 max_file_deletions=0 change_scope=medium
02fcda0d10c9,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_5 body_word_band=band_4 body_structure=mixed body_question_band=band_1 body_reference_band=band_3 body_mention_band=zero backport_term=absent release_term=absent test_term=present bug_term=present docs_term=present security_term=absent title_length=48 title_word_count=9 title_question_count=0 title_digit_count=1 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=9 body_length=5959 body_word_count=468 body_question_count=1 body_link_count=1 body_mention_count=0 body_reference_count=8 body_digit_count=225 body_exclamation_count=2 body_colon_count=22 body_line_count=108 body_unique_word_count=251 body_code_block_count=3 body_checklist_item_count=12 body_heading_count=9 body_unique_character_count=61 base_channel=other_branch file_count=3 additions=44 deletions=9 changed_lines=53 test_file_count=0 docs_file_count=0 config_file_count=1 code_file_count=2 other_file_count=0 max_file_changes=31 max_file_additions=31 max_file_deletions=5 change_scope=medium
0303a4bbcb44,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=mixed body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=absent release_term=present test_term=present bug_term=present docs_term=present security_term=absent title_length=64 title_word_count=10 title_question_count=0 title_digit_count=7 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=10 body_length=812 body_word_count=126 body_question_count=0 body_link_count=1 body_mention_count=0 body_reference_count=1 body_digit_count=12 body_exclamation_count=1 body_colon_count=5 body_line_count=16 body_unique_word_count=80 body_code_block_count=0 body_checklist_item_count=6 body_heading_count=3 body_unique_character_count=47 base_channel=release_or_stable file_count=1 additions=1 deletions=0 changed_lines=1 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=1 max_file_additions=1 max_file_deletions=0 change_scope=tiny
033991440520,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_2 body_word_band=band_2 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=present docs_term=absent security_term=absent title_length=68 title_word_count=10 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=10 body_length=484 body_word_count=81 body_question_count=0 body_link_count=1 body_mention_count=1 body_reference_count=1 body_digit_count=14 body_exclamation_count=0 body_colon_count=2 body_line_count=13 body_unique_word_count=64 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=40 base_channel=release_or_stable file_count=1 additions=24 deletions=8 changed_lines=32 test_file_count=1 docs_file_count=0 config_file_count=0 code_file_count=0 other_file_count=0 max_file_changes=32 max_file_additions=24 max_file_deletions=8 change_scope=small
033ed25939e0,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_4 body_word_band=band_3 body_structure=mixed body_question_band=band_2 body_reference_band=band_2 body_mention_band=band_2 backport_term=present release_term=absent test_term=present bug_term=present docs_term=present security_term=absent title_length=89 title_word_count=13 title_question_count=0 title_digit_count=1 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=12 body_length=2876 body_word_count=386 body_question_count=3 body_link_count=2 body_mention_count=2 body_reference_count=2 body_digit_count=50 body_exclamation_count=0 body_colon_count=27 body_line_count=70 body_unique_word_count=176 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=4 body_unique_character_count=61 base_channel=release_or_stable file_count=4 additions=148 deletions=2 changed_lines=150 test_file_count=1 docs_file_count=1 config_file_count=0 code_file_count=2 other_file_count=0 max_file_changes=134 max_file_additions=134 max_file_deletions=2 change_scope=medium
0343346e5d24,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=plain body_question_band=zero body_reference_band=band_1 body_mention_band=band_1 backport_term=present release_term=present test_term=present bug_term=absent docs_term=absent security_term=absent title_length=57 title_word_count=8 title_question_count=0 title_digit_count=3 title_exclamation_count=0 title_colon_count=2 title_unique_word_count=8 body_length=1221 body_word_count=182 body_question_count=0 body_link_count=0 body_mention_count=1 body_reference_count=1 body_digit_count=16 body_exclamation_count=0 body_colon_count=5 body_line_count=23 body_unique_word_count=118 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=43 base_channel=release_or_stable file_count=19 additions=961 deletions=72 changed_lines=1033 test_file_count=4 docs_file_count=0 config_file_count=0 code_file_count=11 other_file_count=4 max_file_changes=172 max_file_additions=172 max_file_deletions=42 change_scope=large
0344028df91c,title_length_band=band_2 title_word_band=band_1 title_question_band=zero body_length_band=band_3 body_word_band=band_3 body_structure=code body_question_band=zero body_reference_band=band_1 body_mention_band=zero backport_term=absent release_term=absent test_term=absent bug_term=present docs_term=absent security_term=absent title_length=42 title_word_count=6 title_question_count=0 title_digit_count=0 title_exclamation_count=0 title_colon_count=0 title_unique_word_count=6 body_length=1662 body_word_count=234 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=1 body_digit_count=23 body_exclamation_count=1 body_colon_count=6 body_line_count=45 body_unique_word_count=107 body_code_block_count=1 body_checklist_item_count=0 body_heading_count=0 body_unique_character_count=53 base_channel=other_branch file_count=1 additions=1 deletions=1 changed_lines=2 test_file_count=0 docs_file_count=0 config_file_count=0 code_file_count=1 other_file_count=0 max_file_changes=2 max_file_additions=1 max_file_deletions=1 change_scope=tiny
0349dd217965,title_length_band=band_2 title_word_band=band_2 title_question_band=zero body_length_band=band_3 body_word_band=band_2 body_structure=headed body_question_band=zero body_reference_band=band_3 body_mention_band=zero backport_term=present release_term=absent test_term=absent bug_term=present docs_term=absent security_term=absent title_length=84 title_word_count=15 title_question_count=0 title_digit_count=2 title_exclamation_count=0 title_colon_count=1 title_unique_word_count=14 body_length=1005 body_word_count=130 body_question_count=0 body_link_count=0 body_mention_count=0 body_reference_count=5 body_digit_count=21 body_exclamation_count=0 body_colon_count=5 body_line_count=19 body_unique_word_count=98 body_code_block_count=0 body_checklist_item_count=0 body_heading_count=2 body_unique_character_count=52 base_channel=other_branch file_count=3 additions=88 deletions=46 changed_lines=134 test_file_count=1 docs_file_count=0 config_file_count=1 code_file_count=1 other_file_count=0 max_file_changes=82 max_file_additions=79 max_file_deletions=24 change_scope=medium
